epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5659,0.8156,0.8254,82.35,25.35,3.9622,1.1
20,0.5478,0.8215,0.8324,59.55,25.35,3.9681,2.2
30,0.5385,0.8161,0.8267,62.8,29.9,4.0056,3.3
40,0.5274,0.8237,0.8348,55.1,25.55,3.9442,4.4
50,0.5328,0.8206,0.8325,58.8,23.0,3.6709,5.4
60,0.5243,0.8238,0.8342,56.45,26.3,3.6653,6.5
70,0.5245,0.8223,0.836,55.85,27.0,3.5948,7.6
80,0.5237,0.8209,0.832,54.35,28.15,3.8146,8.7
90,0.5183,0.8224,0.8323,51.1,28.25,3.8122,9.8
100,0.517,0.8233,0.8355,54.5,25.0,3.6536,10.9
