epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7498,0.8136,0.831,85.8,25.55,4.0706,1.1
20,0.7263,0.8196,0.8339,74.4,27.5,3.6133,2.2
30,0.7163,0.8197,0.8362,64.05,25.05,3.6743,3.3
40,0.7089,0.8211,0.8325,67.0,25.6,3.6197,4.4
50,0.7059,0.8213,0.8365,63.85,25.9,3.6123,5.5
60,0.7052,0.822,0.8357,58.8,25.4,3.545,6.5
70,0.7048,0.8228,0.8345,57.9,26.25,3.5623,7.6
80,0.6917,0.8226,0.8351,64.7,22.55,3.5517,8.7
90,0.6986,0.8215,0.8331,61.0,24.55,3.5968,9.8
100,0.694,0.8225,0.8352,58.2,24.3,3.5743,10.9
