epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4161,0.8194,0.8324,59.4,33.8,3.9734,1.1
20,0.3875,0.82,0.8303,63.0,35.8,3.6311,2.1
30,0.3795,0.8218,0.8285,63.4,31.8,3.7701,3.1
40,0.3617,0.8178,0.8253,67.4,30.0,3.7024,4.2
50,0.3543,0.8196,0.8304,53.4,30.0,3.6303,5.2
60,0.3459,0.8202,0.8285,64.2,28.2,3.4008,6.2
70,0.3389,0.8156,0.8191,71.6,36.4,3.8609,7.3
80,0.3356,0.8172,0.8195,77.6,30.2,3.729,8.3
90,0.3276,0.8125,0.8117,71.2,34.0,4.4135,9.3
100,0.3276,0.8158,0.8174,80.0,29.0,3.5219,10.3
