epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4126,0.8187,0.8284,61.25,28.2,4.0107,1.4
20,0.3897,0.8202,0.8285,62.45,25.9,3.8354,2.8
30,0.3501,0.8137,0.8154,84.3,29.65,4.0718,4.2
40,0.3137,0.8116,0.8128,85.3,26.95,3.9941,5.5
50,0.2818,0.8098,0.8107,120.0,24.8,4.0089,6.8
60,0.2564,0.8036,0.7987,130.9,28.7,4.0562,8.2
70,0.233,0.8028,0.8018,112.7,25.35,4.5777,9.7
80,0.2139,0.8007,0.7985,121.1,29.4,4.1389,11.0
90,0.2012,0.8035,0.7974,129.9,26.75,4.2134,12.3
100,0.1921,0.8021,0.7966,134.05,28.0,4.0947,13.7
