epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4785,0.8133,0.8199,68.4,37.8,5.2783,0.9
20,0.4643,0.8221,0.8286,60.2,35.2,4.5393,1.8
30,0.4554,0.8251,0.8336,65.8,29.4,3.5409,2.6
40,0.4483,0.8227,0.8249,52.0,32.2,4.8873,3.5
50,0.4421,0.8231,0.8243,61.2,35.6,4.6377,4.4
60,0.4345,0.8252,0.8303,54.0,30.2,4.5353,5.3
70,0.4359,0.8247,0.8287,56.8,29.6,4.2571,6.1
80,0.433,0.8261,0.8305,54.6,28.8,3.8804,7.0
90,0.4357,0.8215,0.8258,48.6,33.6,4.7213,7.8
100,0.4298,0.8199,0.8224,49.4,32.2,5.0972,8.6
