epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4331,0.8151,0.8255,83.2,27.0,3.9436,0.8
20,0.4086,0.8185,0.8285,75.55,25.5,4.0698,1.6
30,0.4058,0.8164,0.8244,80.3,27.8,4.0272,2.4
40,0.3903,0.8158,0.8197,79.15,30.0,4.0438,3.2
50,0.3807,0.8173,0.8208,72.25,29.0,4.4693,4.0
60,0.3769,0.8153,0.8196,67.9,28.25,4.509,4.8
70,0.3693,0.8149,0.8225,72.95,27.6,4.308,5.6
80,0.3624,0.8141,0.8176,83.4,28.7,4.182,6.4
90,0.3621,0.814,0.8181,76.1,26.45,4.3576,7.2
100,0.3595,0.8119,0.8167,83.5,25.3,4.5048,8.0
