epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5637,0.8192,0.8346,57.65,25.35,4.2838,1.1
20,0.543,0.8185,0.8321,61.0,26.3,3.9269,2.1
30,0.5361,0.8204,0.8313,62.85,29.9,3.9158,3.1
40,0.529,0.8197,0.8327,61.65,28.35,3.8155,4.1
50,0.5339,0.8212,0.833,61.7,26.4,3.7311,5.2
60,0.5212,0.8235,0.8347,52.5,28.05,3.7108,6.2
70,0.5187,0.8233,0.8372,54.85,26.6,3.6419,7.2
80,0.5163,0.8216,0.8343,56.45,28.0,3.5555,8.2
90,0.5173,0.8217,0.8348,55.7,28.4,3.7051,9.3
100,0.5136,0.823,0.8355,54.0,27.85,3.6808,10.3
