epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6521,0.8187,0.8341,55.0,33.6,3.9692,1.2
20,0.6372,0.8236,0.8371,47.0,32.2,3.5198,2.4
30,0.6157,0.8256,0.8393,51.0,29.0,3.2976,3.7
40,0.6108,0.8265,0.8426,49.4,29.6,2.873,4.9
50,0.6049,0.8256,0.8417,59.4,30.6,2.6847,6.1
60,0.6025,0.8246,0.84,55.8,28.6,2.8258,7.3
70,0.6026,0.8274,0.8443,49.6,25.8,3.0971,8.5
80,0.6016,0.8243,0.8396,54.0,28.4,2.9456,9.7
90,0.596,0.8253,0.8422,54.4,26.6,2.7073,10.9
100,0.5926,0.8258,0.8429,47.0,30.0,2.9915,12.1
