epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4028,0.8167,0.8389,39.85,26.15,4.2848,1.6
20,0.3649,0.816,0.8354,42.4,26.45,4.0887,3.3
30,0.3322,0.8163,0.8235,54.0,24.7,3.8485,4.9
40,0.3059,0.813,0.8187,77.9,24.65,4.2926,6.5
50,0.2718,0.8072,0.8017,99.8,25.7,4.0574,8.1
60,0.2442,0.8063,0.7998,102.75,25.45,4.0255,9.8
70,0.2247,0.8049,0.7974,98.3,26.1,4.1252,11.4
80,0.2047,0.8044,0.7989,101.7,24.2,3.9191,13.0
90,0.1892,0.8035,0.7977,116.95,23.5,4.1606,14.6
100,0.1788,0.8053,0.798,119.2,24.5,3.9979,16.3
