epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4651,0.8161,0.8239,71.85,28.7,4.4481,0.8
20,0.4502,0.8174,0.83,79.6,25.95,3.8976,1.7
30,0.4462,0.8209,0.8296,69.15,27.5,3.7361,2.5
40,0.4381,0.8235,0.8328,62.9,27.95,3.9002,3.4
50,0.4406,0.8237,0.8318,62.45,27.95,3.8098,4.2
60,0.4376,0.821,0.833,64.15,26.65,3.7074,5.1
70,0.433,0.8221,0.8302,62.85,26.7,3.754,6.0
80,0.4343,0.8214,0.8308,63.3,27.95,3.6419,6.9
90,0.4344,0.8217,0.8288,62.3,28.55,3.7691,7.8
100,0.4283,0.8234,0.8327,58.3,27.8,3.8611,8.7
