epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4655,0.8161,0.8255,69.4,29.2,4.5064,7.8
20,0.4518,0.8182,0.8324,70.15,26.7,3.8254,15.5
30,0.4461,0.82,0.8295,64.65,27.5,3.7984,22.9
40,0.4389,0.8231,0.831,57.75,26.75,3.9854,30.5
50,0.4404,0.8238,0.8325,60.3,26.15,3.6191,37.9
60,0.4384,0.8208,0.8328,62.35,24.15,3.8224,45.5
70,0.4324,0.8224,0.8317,63.35,26.2,3.6848,53.0
80,0.435,0.8213,0.83,62.0,26.85,3.6449,60.6
90,0.436,0.8212,0.8291,63.65,28.05,3.7294,68.4
100,0.4298,0.8231,0.8331,56.1,26.2,3.8184,76.0
