epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4318,0.8185,0.8287,76.45,26.7,4.0876,0.8
20,0.4081,0.8193,0.8287,68.2,27.05,4.2399,1.6
30,0.3977,0.8182,0.8239,65.5,29.25,4.4679,2.4
40,0.3823,0.8118,0.8189,83.65,25.95,4.4454,3.2
50,0.3825,0.8141,0.8206,81.85,27.55,4.0869,4.0
60,0.3767,0.8165,0.822,69.7,28.45,4.3251,4.8
70,0.366,0.814,0.8213,79.55,26.85,4.2355,5.6
80,0.3649,0.8138,0.8178,74.4,27.7,4.3659,6.4
90,0.3624,0.8121,0.8151,77.6,30.25,4.2476,7.2
100,0.3541,0.8107,0.817,81.2,30.1,4.3099,8.0
