epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7535,0.817,0.8295,77.7,27.1,3.8296,1.1
20,0.7321,0.8212,0.8346,61.2,27.2,3.7382,2.2
30,0.7194,0.8192,0.8303,70.8,28.6,3.5954,3.3
40,0.708,0.8234,0.8368,53.8,27.65,3.7908,4.4
50,0.7089,0.8208,0.8336,63.3,23.5,3.522,5.5
60,0.7019,0.8216,0.8319,69.1,26.05,3.5424,6.5
70,0.6993,0.8215,0.8378,55.5,26.7,3.5608,7.6
80,0.7002,0.8195,0.8316,67.25,28.85,3.5092,8.7
90,0.6947,0.8209,0.8323,64.2,26.7,3.5771,9.8
100,0.6907,0.8187,0.8328,67.8,25.2,3.6211,10.9
