epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6306,0.823,0.8359,91.0,30.2,3.0601,0.8
20,0.619,0.8197,0.827,72.6,33.6,3.2797,1.6
30,0.6132,0.8206,0.8295,90.2,30.0,3.1314,2.3
40,0.6021,0.8227,0.8335,65.0,32.6,3.3193,3.1
50,0.5905,0.8231,0.8323,70.2,30.4,3.211,3.9
60,0.5949,0.8257,0.8332,77.2,30.8,2.8271,4.7
70,0.5947,0.8234,0.8357,59.0,30.2,3.1314,5.4
80,0.5848,0.8244,0.832,69.4,31.6,3.0454,6.2
90,0.5851,0.8242,0.8339,67.0,29.4,2.9269,7.0
100,0.5813,0.8263,0.8353,61.2,31.8,3.0129,7.8
