image,width_multiple,min_size,dice,cldice,betti0_err,betti1_err
11_dr,0.0,0,0.81287,0.82726,218,35
11_dr,0.21,3,0.81291,0.82755,176,35
11_dr,0.52,8,0.8131,0.82854,133,35
11_dr,1.04,17,0.81372,0.83034,92,35
11_dr,2.08,33,0.81477,0.83276,57,35
11_dr,5.21,83,0.81504,0.83061,9,35
11_dr,10.42,167,0.81315,0.82422,14,35
11_g,0.0,0,0.81272,0.82117,130,56
11_g,0.21,3,0.81273,0.82129,107,56
11_g,0.52,8,0.81278,0.82143,71,56
11_g,1.04,17,0.8128,0.82109,43,56
11_g,2.08,33,0.81311,0.82186,27,56
11_g,5.21,83,0.81343,0.81951,15,56
11_g,10.42,167,0.81209,0.81276,38,56
11_h,0.0,0,0.85814,0.88765,286,1
11_h,0.21,3,0.85824,0.88844,227,1
11_h,0.52,8,0.85848,0.88964,170,1
11_h,1.04,17,0.85906,0.89156,132,1
11_h,2.08,33,0.86078,0.89627,91,1
11_h,5.21,83,0.86556,0.90814,30,1
11_h,10.42,167,0.86535,0.9074,5,1
12_dr,0.0,0,0.75691,0.74029,226,120
12_dr,0.21,3,0.75693,0.74078,159,120
12_dr,0.52,8,0.75716,0.74159,113,120
12_dr,1.04,17,0.75748,0.74236,81,120
12_dr,2.08,33,0.75863,0.74463,42,120
12_dr,5.21,83,0.76224,0.74847,31,120
12_dr,10.42,167,0.76079,0.73889,68,120
12_g,0.0,0,0.8146,0.81642,201,57
12_g,0.21,3,0.8146,0.81658,164,57
12_g,0.52,8,0.81475,0.81697,133,57
12_g,1.04,17,0.81489,0.81711,107,57
12_g,2.08,33,0.81502,0.81694,85,57
12_g,5.21,83,0.81453,0.81345,39,57
12_g,10.42,167,0.81342,0.80595,9,57
12_h,0.0,0,0.86614,0.89643,276,7
12_h,0.21,3,0.86626,0.89721,222,7
12_h,0.52,8,0.86672,0.89915,163,7
12_h,1.04,17,0.86758,0.902,126,7
12_h,2.08,33,0.86917,0.90676,91,7
12_h,5.21,83,0.87166,0.91353,35,7
12_h,10.42,167,0.87067,0.91017,3,7
13_dr,0.0,0,0.79267,0.77045,216,47
13_dr,0.21,3,0.79273,0.7709,173,47
13_dr,0.52,8,0.79301,0.77178,139,47
13_dr,1.04,17,0.79314,0.77192,114,47
13_dr,2.08,33,0.79411,0.7735,79,47
13_dr,5.21,83,0.79581,0.77234,23,47
13_dr,10.42,167,0.79345,0.76002,14,48
13_g,0.0,0,0.78034,0.79832,210,88
13_g,0.21,3,0.78034,0.79857,162,88
13_g,0.52,8,0.7807,0.79955,117,88
13_g,1.04,17,0.78104,0.80037,95,88
13_g,2.08,33,0.78158,0.80121,63,88
13_g,5.21,83,0.78289,0.8015,17,88
13_g,10.42,167,0.78268,0.79857,4,88
13_h,0.0,0,0.84612,0.87878,289,4
13_h,0.21,3,0.84621,0.87954,235,4
13_h,0.52,8,0.84669,0.88134,176,4
13_h,1.04,17,0.84749,0.88401,132,4
13_h,2.08,33,0.84926,0.88916,100,4
13_h,5.21,83,0.85315,0.89784,46,4
13_h,10.42,167,0.85543,0.90151,5,3
14_dr,0.0,0,0.76744,0.76275,250,109
14_dr,0.21,3,0.76747,0.76306,196,109
14_dr,0.52,8,0.76768,0.76388,143,109
14_dr,1.04,17,0.76816,0.7652,96,109
14_dr,2.08,33,0.76891,0.7664,56,109
14_dr,5.21,83,0.7713,0.76773,13,109
14_dr,10.42,167,0.77052,0.76176,40,109
14_g,0.0,0,0.76834,0.77685,227,101
14_g,0.21,3,0.76843,0.77732,189,101
14_g,0.52,8,0.76867,0.77815,154,101
14_g,1.04,17,0.76892,0.77856,126,101
14_g,2.08,33,0.76934,0.77938,98,101
14_g,5.21,83,0.7708,0.78084,55,101
14_g,10.42,167,0.76983,0.77462,16,101
14_h,0.0,0,0.84737,0.89141,282,6
14_h,0.21,3,0.84749,0.89224,231,6
14_h,0.52,8,0.84776,0.89357,181,6
14_h,1.04,17,0.84856,0.89591,143,6
14_h,2.08,33,0.85003,0.90037,101,6
14_h,5.21,83,0.85349,0.90927,42,6
14_h,10.42,167,0.85088,0.90324,11,6
15_dr,0.0,0,0.73327,0.71864,434,11
15_dr,0.21,3,0.73347,0.71973,358,11
15_dr,0.52,8,0.73417,0.72217,279,11
15_dr,1.04,17,0.73494,0.72415,234,11
15_dr,2.08,33,0.73728,0.72931,184,11
15_dr,5.21,83,0.74611,0.74437,84,11
15_dr,10.42,167,0.75116,0.74626,37,11
15_g,0.0,0,0.78556,0.77465,183,50
15_g,0.21,3,0.78566,0.77519,148,50
15_g,0.52,8,0.78582,0.77562,120,50
15_g,1.04,17,0.78605,0.77624,102,50
15_g,2.08,33,0.78657,0.77714,75,50
15_g,5.21,83,0.78752,0.77517,16,50
15_g,10.42,167,0.78669,0.76901,11,50
15_h,0.0,0,0.84942,0.90022,179,10
15_h,0.21,3,0.84948,0.90066,150,10
15_h,0.52,8,0.84974,0.90182,122,10
15_h,1.04,17,0.85029,0.90349,103,10
15_h,2.08,33,0.85166,0.90761,79,10
15_h,5.21,83,0.85616,0.91884,32,10
15_h,10.42,167,0.85797,0.92329,13,10
