epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5206,0.8137,0.8247,73.4,31.0,4.3845,1.1
20,0.4965,0.8182,0.8263,74.25,29.9,3.9982,2.1
30,0.4833,0.8181,0.8272,68.9,28.35,4.169,3.2
40,0.4749,0.8166,0.8222,64.75,28.1,4.3933,4.3
50,0.463,0.8173,0.8256,63.55,26.9,4.3755,5.3
60,0.4648,0.8173,0.8255,67.6,27.75,4.1452,6.4
70,0.4552,0.8153,0.8216,72.1,26.55,4.2599,7.4
80,0.4484,0.8139,0.8186,69.3,29.5,4.3202,8.5
90,0.4443,0.8151,0.8193,62.7,27.6,4.4838,9.5
100,0.4419,0.8134,0.8154,76.3,28.7,4.4199,10.6
