epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3941,0.8215,0.8257,88.2,35.6,3.5989,1.2
20,0.3712,0.8107,0.8111,94.6,38.2,4.2402,2.3
30,0.3493,0.8186,0.8189,97.8,33.8,3.6206,3.4
40,0.339,0.8134,0.8092,99.6,36.6,3.9243,4.5
50,0.3332,0.8156,0.8117,86.0,34.2,4.1238,5.6
60,0.3228,0.8099,0.8084,100.2,35.6,3.9489,6.7
70,0.3188,0.8107,0.8081,95.0,35.0,3.9888,7.8
80,0.3139,0.8115,0.8107,107.4,32.8,3.6894,9.0
90,0.3072,0.8118,0.8074,103.2,34.0,3.8176,10.1
100,0.3057,0.8071,0.7996,127.8,33.8,3.8628,11.2
