epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4693,0.8154,0.8219,73.05,33.15,5.3733,4.8
20,0.4572,0.8192,0.8255,61.95,29.55,4.8192,9.6
30,0.4486,0.8201,0.8275,70.35,29.15,4.3504,14.4
40,0.4403,0.8219,0.8299,59.9,26.55,4.573,19.1
50,0.4379,0.8193,0.8253,60.75,29.55,4.7539,23.9
60,0.4361,0.8228,0.8323,46.0,26.95,5.0274,28.7
70,0.4314,0.821,0.8253,53.3,27.9,5.0853,33.5
80,0.4337,0.8227,0.8322,58.4,25.3,4.1808,38.3
90,0.4254,0.8199,0.8279,66.25,27.05,4.27,43.1
100,0.4265,0.8234,0.8302,46.75,26.65,4.9407,47.9
