epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4678,0.8138,0.823,84.25,32.9,4.8975,0.9
20,0.4576,0.8195,0.8268,68.35,29.45,4.6082,1.8
30,0.449,0.8208,0.8274,65.4,29.1,4.5086,2.7
40,0.4387,0.8222,0.8306,59.95,26.45,4.3263,3.5
50,0.4371,0.8159,0.8188,59.7,32.0,5.1967,4.4
60,0.4357,0.8228,0.8324,49.15,26.25,4.8986,5.3
70,0.4307,0.8211,0.823,54.35,28.1,5.2619,6.2
80,0.4319,0.823,0.8321,51.55,24.75,4.426,7.0
90,0.4248,0.8211,0.8292,57.9,26.15,4.2913,7.9
100,0.4255,0.8236,0.8281,51.55,27.5,4.8532,8.8
