epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,1.1263,0.792,0.8286,89.4,24.4,5.7242,0.9
20,1.093,0.7822,0.8139,102.6,22.8,7.1274,1.8
30,1.0657,0.7922,0.8254,93.2,22.2,6.0718,2.6
40,1.0606,0.7909,0.8195,118.8,21.6,6.1149,3.5
50,1.04,0.7978,0.8291,99.0,21.6,5.3523,4.4
60,1.031,0.7915,0.8194,107.6,21.2,6.3243,5.2
70,1.0314,0.7939,0.8289,91.2,21.6,5.3919,6.1
80,1.0199,0.7918,0.82,116.8,22.4,6.404,6.9
90,1.0317,0.7962,0.8288,89.6,23.4,5.4841,7.8
100,1.0147,0.7896,0.82,114.8,22.0,6.2887,8.7
