epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.9097,0.7984,0.845,62.0,23.0,4.4418,1.3
20,0.8712,0.8032,0.8519,47.8,24.6,3.4404,2.6
30,0.8619,0.8032,0.8416,64.4,20.2,4.3903,3.8
40,0.8537,0.8105,0.8507,53.2,19.2,3.2551,5.0
50,0.8527,0.8097,0.8518,46.8,25.0,3.1366,6.3
60,0.8366,0.8015,0.8463,58.6,21.6,4.1198,7.5
70,0.8267,0.8038,0.8482,61.4,21.8,3.7981,8.6
80,0.8323,0.8016,0.8453,60.2,23.6,4.0868,9.8
90,0.8211,0.805,0.8491,57.0,21.0,3.7541,10.9
100,0.8263,0.8075,0.8529,51.8,22.6,3.3289,12.1
