epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3962,0.824,0.8309,93.4,33.8,3.2649,1.1
20,0.3709,0.8186,0.8208,83.6,35.6,3.9457,2.3
30,0.3518,0.8129,0.8113,86.0,37.4,4.2523,3.4
40,0.3381,0.8153,0.8143,93.0,34.0,4.0811,4.5
50,0.3317,0.8128,0.8038,87.0,32.4,4.987,5.6
60,0.3251,0.8148,0.8109,102.4,29.0,3.4008,6.7
70,0.319,0.8087,0.8033,98.0,32.4,3.9489,7.9
80,0.3154,0.8095,0.8018,95.6,33.2,3.9243,9.0
90,0.3105,0.8101,0.8053,92.2,33.6,3.8432,10.2
100,0.3059,0.81,0.8021,100.0,32.6,3.8459,11.3
