epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4145,0.8211,0.8346,46.6,33.8,4.658,1.0
20,0.3943,0.8229,0.8375,63.8,32.0,3.3121,1.9
30,0.3729,0.8223,0.8315,59.4,31.4,3.7092,2.9
40,0.3648,0.8198,0.8273,65.0,35.0,3.6404,3.8
50,0.3493,0.8182,0.8252,65.8,31.8,3.6422,4.8
60,0.3464,0.8164,0.8214,76.2,32.8,3.8454,5.8
70,0.339,0.8165,0.8215,76.6,33.4,3.453,6.9
80,0.3342,0.8165,0.8212,69.0,32.2,3.8493,8.0
90,0.3291,0.8162,0.8185,74.2,29.0,3.6105,9.2
100,0.3237,0.8159,0.8165,71.2,31.6,3.5319,10.3
