epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5246,0.8165,0.8261,74.0,24.1,4.3624,0.9
20,0.4949,0.8166,0.8237,71.9,28.15,4.276,1.8
30,0.478,0.8137,0.8229,68.9,28.6,4.2749,2.7
40,0.4712,0.8145,0.8261,64.25,27.35,4.2632,3.6
50,0.4645,0.8157,0.8256,73.15,26.3,4.0911,4.5
60,0.4614,0.8129,0.8198,83.75,26.05,4.3156,5.4
70,0.453,0.8136,0.8197,82.35,27.35,4.4196,6.3
80,0.4464,0.813,0.8181,85.7,27.3,4.3536,7.2
90,0.4443,0.8105,0.8135,99.65,25.7,4.5312,8.1
100,0.4427,0.8117,0.8141,84.1,27.3,4.402,9.0
