epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4347,0.8227,0.8358,62.6,32.2,3.5446,0.8
20,0.4098,0.8194,0.8255,74.0,34.4,3.9071,1.6
30,0.391,0.8182,0.8233,102.4,30.0,3.6105,2.4
40,0.376,0.8152,0.8226,77.8,32.0,4.113,3.2
50,0.37,0.8156,0.8164,74.2,31.0,4.3325,4.0
60,0.3602,0.8165,0.8219,79.8,33.0,3.6303,4.8
70,0.3558,0.8113,0.8128,89.4,34.6,4.3582,5.5
80,0.3479,0.8152,0.82,88.8,31.0,3.453,6.3
90,0.3433,0.8144,0.8173,93.8,28.4,3.5219,7.1
100,0.3423,0.814,0.8169,96.8,32.4,3.7141,7.8
