epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6974,0.8135,0.8217,89.65,31.2,4.2136,1.1
20,0.6574,0.816,0.8286,70.15,26.05,4.3071,2.1
30,0.636,0.8099,0.8195,90.3,30.0,4.4415,3.1
40,0.6158,0.8127,0.8203,95.9,25.55,4.685,4.1
50,0.6101,0.8124,0.8171,89.3,26.65,4.543,5.2
60,0.6042,0.8102,0.8192,90.0,26.45,4.6587,6.2
70,0.5872,0.8109,0.8174,82.35,27.95,4.5362,7.2
80,0.5839,0.8112,0.8175,72.3,29.9,4.558,8.2
90,0.5791,0.8101,0.8148,78.85,28.4,4.5771,9.2
100,0.5785,0.8105,0.8145,96.3,26.7,4.6481,10.3
