epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4241,0.8057,0.8348,59.05,32.65,4.3005,1.1
20,0.402,0.8083,0.8375,47.35,25.15,4.2691,2.2
30,0.3888,0.8042,0.8427,42.85,25.85,4.6589,3.2
40,0.3779,0.7989,0.8402,51.5,26.7,4.4902,4.3
50,0.3758,0.7999,0.8372,53.45,25.25,4.5282,5.4
60,0.3682,0.7989,0.8411,49.55,23.05,4.7408,6.5
70,0.3655,0.799,0.8379,51.1,26.9,4.6326,7.5
80,0.364,0.801,0.8346,58.95,24.3,4.6282,8.6
90,0.3586,0.8025,0.8337,53.35,25.65,4.583,9.7
100,0.353,0.8029,0.8312,51.65,25.55,4.6645,10.8
