epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2713,0.9197,0.9568,9.8,14.15,2.493,0.8
20,0.2525,0.9214,0.9603,9.65,13.95,2.3062,1.6
30,0.243,0.9231,0.9596,10.2,15.55,2.5591,2.4
40,0.2409,0.923,0.9585,10.35,18.5,2.3691,3.2
50,0.2356,0.9241,0.9589,10.55,17.85,2.4787,4.0
60,0.2315,0.9213,0.9588,7.75,11.35,2.4252,4.8
70,0.2308,0.9235,0.9597,7.25,11.65,2.3303,5.6
80,0.23,0.9253,0.9605,7.5,13.7,2.4891,6.4
90,0.2277,0.9228,0.9594,8.8,13.7,2.3477,7.1
100,0.2259,0.9225,0.959,9.05,13.75,2.4645,7.9
