epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4306,0.8159,0.8265,91.85,27.0,4.16,0.8
20,0.4142,0.8148,0.8246,88.75,28.9,4.1465,1.6
30,0.3911,0.8167,0.8235,80.8,26.9,4.0591,2.4
40,0.3868,0.8161,0.8228,75.9,29.3,4.3196,3.1
50,0.3805,0.8162,0.8208,74.75,27.1,4.3655,3.9
60,0.3716,0.814,0.8202,79.3,28.0,4.2994,4.7
70,0.3717,0.8116,0.8158,79.45,29.65,4.4228,5.4
80,0.3674,0.8109,0.8153,85.85,28.55,4.4707,6.2
90,0.3629,0.809,0.811,78.65,29.95,4.6367,7.0
100,0.3572,0.8109,0.8122,83.95,28.9,4.8998,7.8
