epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,1.4195,0.7593,0.8006,149.6,22.8,8.8344,0.9
20,1.3736,0.7414,0.7728,165.0,16.4,10.5531,1.8
30,1.3363,0.7552,0.7932,143.0,22.8,9.8175,2.7
40,1.3238,0.7551,0.7885,164.2,21.0,9.6081,3.5
50,1.2982,0.7637,0.8005,141.2,19.2,8.5269,4.4
60,1.2831,0.751,0.7758,199.6,18.2,10.2543,5.3
70,1.2857,0.7567,0.7932,154.4,19.4,8.8943,6.1
80,1.2702,0.7551,0.7875,165.4,20.6,9.6482,7.0
90,1.2793,0.77,0.8075,128.4,20.8,7.6615,7.9
100,1.2582,0.76,0.7966,155.4,22.2,8.4407,8.7
