epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4756,0.8192,0.824,69.0,33.6,4.0952,0.8
20,0.4605,0.821,0.834,73.8,30.2,3.1812,1.6
30,0.4584,0.8235,0.8308,63.4,28.4,3.3931,2.4
40,0.4465,0.8204,0.8274,58.6,30.8,3.7398,3.1
50,0.4455,0.8271,0.8376,52.2,26.2,3.2134,3.9
60,0.4471,0.8277,0.8363,50.4,28.0,3.453,4.7
70,0.4443,0.8257,0.8354,52.6,27.2,3.1657,5.5
80,0.4402,0.828,0.8388,56.2,25.6,3.1314,6.2
90,0.4406,0.8226,0.8305,68.4,29.4,3.3512,7.0
100,0.4371,0.8226,0.8325,58.6,28.6,3.0258,7.8
