epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4173,0.8154,0.8289,54.9,28.85,4.557,10.5
20,0.3935,0.8161,0.8302,58.9,28.4,4.1817,20.3
30,0.3794,0.8144,0.826,58.55,29.5,4.4275,30.1
40,0.3713,0.8146,0.8233,54.35,29.1,4.9945,40.1
50,0.3683,0.8155,0.826,56.85,28.75,4.0936,51.6
60,0.3621,0.8145,0.8267,60.9,27.6,4.2754,62.9
70,0.3524,0.8158,0.8239,59.9,24.5,4.3603,74.4
80,0.349,0.8144,0.8211,64.8,27.7,4.3094,85.7
90,0.3453,0.8116,0.8152,75.4,27.55,4.1562,95.7
100,0.3443,0.8122,0.8187,70.8,26.3,4.3698,106.2
