epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3972,0.8253,0.8361,51.2,30.8,3.2652,1.6
20,0.3519,0.8196,0.8296,74.0,27.2,3.4829,3.2
30,0.314,0.8168,0.8204,77.4,24.8,3.6691,4.8
40,0.2664,0.8139,0.8167,118.0,28.8,3.5691,6.4
50,0.2259,0.81,0.8088,117.6,34.2,3.4749,8.0
60,0.2022,0.8089,0.804,123.0,30.4,3.3863,9.6
70,0.1882,0.8105,0.8085,112.4,33.0,3.4372,11.2
80,0.1654,0.808,0.8039,124.8,33.0,3.4783,12.8
90,0.1535,0.8067,0.8031,140.8,34.2,3.4206,14.4
100,0.1472,0.8002,0.7952,130.4,32.2,3.6876,16.0
