epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5598,0.8167,0.8279,68.3,28.1,4.3085,1.1
20,0.5421,0.8192,0.8326,60.4,27.35,3.9645,2.2
30,0.5352,0.8211,0.8316,60.55,27.7,3.7281,3.3
40,0.5276,0.8234,0.8335,56.6,27.35,3.9248,4.3
50,0.5285,0.8238,0.8318,58.6,28.45,3.8274,5.4
60,0.5258,0.8202,0.8313,58.65,26.3,3.8719,6.5
70,0.5203,0.8217,0.8324,59.95,25.6,3.7288,7.6
80,0.5227,0.8212,0.8317,54.9,28.9,3.7345,8.7
90,0.5218,0.8221,0.8331,56.45,25.8,3.6113,9.7
100,0.5147,0.8229,0.8351,52.8,26.1,3.8145,10.8
