epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4656,0.8178,0.8286,75.75,26.75,3.995,4.6
20,0.4491,0.8169,0.8277,87.8,27.85,3.7807,9.2
30,0.4458,0.8204,0.8329,71.6,25.3,3.7793,13.8
40,0.4415,0.8229,0.83,57.0,28.1,4.0954,18.4
50,0.4402,0.8219,0.8338,64.8,27.95,3.6506,23.0
60,0.4392,0.8224,0.8327,56.4,27.8,3.9357,27.6
70,0.4413,0.8219,0.8294,63.4,27.35,3.7523,32.2
80,0.4319,0.8229,0.8335,68.3,23.55,3.6395,36.8
90,0.4357,0.8223,0.8329,60.9,26.75,3.6299,41.4
100,0.4347,0.8205,0.8287,67.2,28.2,3.6688,45.9
