epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4657,0.8177,0.832,83.35,26.1,3.8738,0.9
20,0.4496,0.8193,0.8297,82.5,28.4,3.8652,1.7
30,0.4456,0.8209,0.8337,69.3,25.3,3.7951,2.5
40,0.4412,0.8224,0.8297,61.45,28.5,4.259,3.3
50,0.4403,0.8215,0.834,66.55,29.65,3.7207,4.2
60,0.4386,0.8211,0.8317,65.55,27.65,4.0377,5.0
70,0.4428,0.8227,0.8305,62.35,27.3,3.8113,5.8
80,0.4311,0.8239,0.8349,67.1,26.35,3.5976,6.6
90,0.4347,0.8229,0.8318,58.65,28.05,3.87,7.5
100,0.4341,0.8221,0.8318,61.75,30.35,3.7466,8.3
