epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4809,0.8175,0.8233,66.6,32.6,4.9902,0.9
20,0.4622,0.8214,0.8304,64.2,30.6,3.9918,1.7
30,0.4573,0.82,0.8242,58.2,33.2,4.6668,2.5
40,0.4492,0.8203,0.8268,53.2,29.4,4.51,3.4
50,0.444,0.818,0.8244,66.0,36.2,3.8944,4.2
60,0.4384,0.8248,0.8295,56.8,30.6,3.9052,5.0
70,0.4381,0.8194,0.8231,54.8,31.0,4.8084,5.9
80,0.4394,0.8197,0.8246,53.4,33.2,4.7983,6.7
90,0.4339,0.8214,0.8248,59.0,33.6,4.2571,7.6
100,0.4306,0.8247,0.8296,56.8,28.0,3.9618,8.4
