epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4264,0.8125,0.8323,54.65,30.7,4.6397,1.1
20,0.4046,0.807,0.8381,53.95,25.05,4.4367,2.2
30,0.3933,0.8085,0.8378,53.2,27.0,4.208,3.3
40,0.386,0.808,0.8362,47.7,25.85,4.4083,4.4
50,0.3726,0.804,0.8375,45.75,27.85,4.4132,5.5
60,0.3709,0.804,0.8352,58.85,25.85,4.2771,6.6
70,0.3668,0.8057,0.8347,59.2,24.25,4.2365,7.7
80,0.3605,0.8078,0.8344,49.5,27.25,4.3646,8.8
90,0.3561,0.8072,0.8297,51.5,27.5,4.5064,10.0
100,0.3546,0.8085,0.8285,57.85,25.7,4.2137,11.1
