epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.521,0.8165,0.8292,81.45,28.15,4.0841,1.1
20,0.4993,0.8137,0.8231,75.15,29.4,4.4311,2.1
30,0.4763,0.8161,0.8257,76.65,27.2,4.2449,3.1
40,0.4715,0.8151,0.8258,71.0,29.75,4.2845,4.1
50,0.4655,0.8164,0.8217,67.45,27.6,4.4428,5.1
60,0.4539,0.8158,0.8261,66.45,28.85,4.3403,6.2
70,0.4545,0.8139,0.8213,71.05,26.8,4.2005,7.2
80,0.4533,0.8123,0.8189,78.55,27.1,4.5138,8.2
90,0.4442,0.8088,0.8169,64.3,30.05,4.5402,9.3
100,0.4411,0.813,0.8168,71.65,27.8,4.4726,10.3
