epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5211,0.8019,0.8104,76.0,41.4,5.4433,2.8
20,0.5057,0.8058,0.8159,74.4,41.0,4.4072,5.5
30,0.492,0.8119,0.8264,64.8,33.0,3.9528,8.3
40,0.4898,0.8104,0.8264,67.4,32.6,3.9489,11.0
50,0.4741,0.8133,0.8244,63.6,35.6,4.2944,13.8
60,0.476,0.8129,0.8216,62.6,34.0,4.6124,16.5
70,0.4709,0.8134,0.8255,61.2,37.6,3.9289,19.3
80,0.4665,0.8127,0.8219,62.2,35.4,4.6641,22.0
90,0.4669,0.8149,0.8252,58.6,38.2,4.0552,24.7
100,0.4609,0.8149,0.8274,54.4,36.0,4.0148,27.4
