epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5174,0.8306,0.8607,90.0,4.6667,8.4709,0.7
20,0.4731,0.7886,0.8284,108.3333,6.6667,12.2821,1.4
30,0.4564,0.817,0.8614,84.6667,4.3333,7.9717,2.2
40,0.4488,0.8328,0.863,77.3333,1.6667,8.0025,2.9
50,0.4403,0.8352,0.8714,82.0,4.6667,6.7386,3.6
60,0.4414,0.8274,0.8591,77.3333,1.0,8.6023,4.3
70,0.4281,0.8257,0.8623,77.3333,7.0,7.2984,5.2
80,0.4253,0.8218,0.8555,80.3333,1.3333,8.5567,6.0
90,0.4204,0.8185,0.8478,95.6667,2.6667,10.2114,6.9
100,0.4182,0.813,0.8462,89.0,2.0,9.9071,7.7
