epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4299,0.8231,0.8396,61.2,31.4,3.7314,1.1
20,0.4064,0.823,0.838,58.8,35.6,3.2974,2.1
30,0.3854,0.8222,0.8301,59.6,32.0,3.811,3.1
40,0.3764,0.8189,0.8266,68.0,34.0,3.386,4.2
50,0.3609,0.8199,0.8294,61.4,27.8,3.4163,5.2
60,0.3569,0.8149,0.8192,67.2,35.4,3.6881,6.3
70,0.3517,0.8186,0.8282,72.0,34.6,3.1825,7.3
80,0.3441,0.8167,0.824,66.2,31.2,3.8155,8.3
90,0.3409,0.8166,0.8168,70.6,30.6,3.5219,9.4
100,0.3354,0.8163,0.8185,72.2,33.6,3.5417,10.4
