epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5244,0.8133,0.8236,74.9,31.7,4.44,1.0
20,0.4991,0.8191,0.8293,60.55,27.6,4.3597,1.9
30,0.4823,0.815,0.8221,74.8,31.5,4.1902,2.8
40,0.471,0.8149,0.8227,69.85,28.6,4.354,3.7
50,0.466,0.8148,0.822,78.0,27.55,4.355,4.7
60,0.4619,0.8124,0.8235,71.4,29.15,4.6075,5.6
70,0.4506,0.8126,0.8164,83.1,29.8,4.4299,6.5
80,0.4487,0.815,0.8223,64.1,27.95,4.2615,7.5
90,0.4433,0.8122,0.8224,70.85,27.5,4.3211,8.4
100,0.4433,0.8132,0.8185,83.05,28.45,4.3951,9.3
