epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4905,0.8081,0.8236,142.8571,39.1429,8.0284,0.6
20,0.4795,0.8116,0.8315,146.1429,32.8571,6.7679,1.2
30,0.4735,0.8133,0.832,119.8571,33.7143,6.4494,1.8
40,0.4638,0.8113,0.8298,116.5714,37.2857,6.4116,2.5
50,0.4598,0.8128,0.832,137.4286,32.1429,6.068,3.1
60,0.457,0.8139,0.8315,114.8571,31.1429,6.3686,3.7
70,0.4561,0.8155,0.8345,106.1429,35.1429,6.6943,4.3
80,0.4551,0.8137,0.8282,111.4286,34.5714,6.2461,4.9
90,0.4474,0.8151,0.8337,102.0,35.2857,6.3805,5.5
100,0.4522,0.815,0.8342,108.1429,31.2857,5.8179,6.1
