epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5196,0.8157,0.8353,58.25,26.7,4.1864,0.9
20,0.4957,0.8184,0.8262,67.9,26.1,4.3216,1.8
30,0.4842,0.8194,0.8262,66.0,27.3,4.2285,2.7
40,0.4733,0.8155,0.8237,65.55,26.15,4.2338,3.6
50,0.4639,0.8158,0.8239,74.95,24.8,4.323,4.5
60,0.4599,0.8149,0.8212,73.75,26.3,4.3774,5.4
70,0.456,0.817,0.8248,60.5,24.65,4.3558,6.3
80,0.4508,0.8121,0.8217,80.8,23.25,4.5062,7.2
90,0.4424,0.8146,0.8189,68.4,26.55,4.3608,8.1
100,0.4436,0.8148,0.8188,75.6,25.95,4.3343,9.0
