epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4358,0.819,0.8272,70.35,26.65,4.1523,0.8
20,0.4107,0.8154,0.8233,70.35,30.4,4.1799,1.6
30,0.3977,0.8128,0.8186,73.4,31.8,4.2675,2.4
40,0.3933,0.8167,0.823,68.4,30.4,4.4673,3.1
50,0.3821,0.8139,0.822,81.95,29.55,4.141,3.9
60,0.3765,0.8123,0.8187,82.35,26.5,4.5255,4.7
70,0.3703,0.814,0.8183,79.55,29.15,4.3088,5.5
80,0.3667,0.8114,0.8154,95.65,27.5,4.3612,6.3
90,0.3611,0.8094,0.8132,86.15,28.7,4.3912,7.0
100,0.3613,0.8116,0.8136,81.35,28.3,4.3406,7.8
