epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4583,0.8059,0.8375,50.6,34.95,4.946,1.0
20,0.4471,0.7977,0.8497,44.95,26.4,4.1775,2.0
30,0.4368,0.7957,0.85,50.9,25.6,3.9813,3.0
40,0.4306,0.7962,0.8547,44.75,26.0,3.9017,4.0
50,0.4252,0.7967,0.8513,40.85,27.1,4.1449,5.0
60,0.4284,0.7962,0.8526,48.4,26.2,3.9276,6.0
70,0.4284,0.8001,0.8535,35.95,25.8,4.0985,7.0
80,0.4208,0.7983,0.8536,37.85,27.5,4.244,8.0
90,0.4204,0.7966,0.8546,40.6,26.85,3.994,9.0
100,0.4185,0.7971,0.8539,37.65,25.5,4.199,9.9
