epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4791,0.8151,0.8225,73.4,35.2,5.5883,0.9
20,0.459,0.8149,0.8111,63.6,35.8,7.7106,1.7
30,0.4523,0.8215,0.8288,55.0,32.0,4.5977,2.5
40,0.4472,0.8208,0.8294,67.0,30.2,3.6649,3.4
50,0.4375,0.8233,0.8303,57.4,31.6,4.4874,4.2
60,0.4374,0.8215,0.8285,57.0,33.6,4.4228,5.1
70,0.4389,0.8222,0.8306,53.4,32.0,4.2215,5.9
80,0.4354,0.8234,0.8286,60.8,31.0,4.1987,6.7
90,0.4314,0.8179,0.8232,56.0,31.2,4.4037,7.6
100,0.4335,0.8243,0.8298,56.8,30.6,4.1695,8.4
