epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4586,0.8081,0.8418,44.45,28.15,4.5938,1.3
20,0.4389,0.7997,0.8484,44.55,27.6,4.0566,2.5
30,0.4333,0.8043,0.8469,47.35,28.05,4.0072,3.7
40,0.427,0.8011,0.8495,39.7,27.85,4.1014,4.9
50,0.4306,0.8004,0.8511,41.7,26.85,4.0071,6.1
60,0.4207,0.8022,0.853,37.45,26.85,4.0377,7.3
70,0.4206,0.802,0.8542,38.25,25.95,3.8531,8.6
80,0.4158,0.8014,0.8526,36.7,24.65,3.7952,9.8
90,0.4174,0.8006,0.8529,39.7,25.5,3.9651,11.0
100,0.4138,0.7988,0.8544,38.8,23.85,3.841,12.3
