epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4164,0.8189,0.8297,59.2,23.9,4.3226,1.4
20,0.3841,0.8202,0.8268,60.1,26.4,3.9492,2.8
30,0.3487,0.8161,0.8229,66.5,27.0,4.0589,4.1
40,0.3193,0.8083,0.8048,115.65,26.95,4.2285,5.5
50,0.2789,0.8077,0.8098,122.7,25.85,4.1196,6.8
60,0.2574,0.8033,0.8003,111.2,27.4,3.9446,8.1
70,0.2386,0.8014,0.7965,141.5,26.9,4.1366,9.5
80,0.2169,0.7998,0.7954,115.55,27.35,4.0409,10.8
90,0.1987,0.8052,0.8011,131.05,24.95,4.0221,12.1
100,0.191,0.8038,0.8004,126.45,25.1,4.0626,13.5
