epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6911,0.8165,0.8296,75.55,26.45,4.1353,1.1
20,0.656,0.8139,0.822,85.25,28.15,4.1562,2.1
30,0.6222,0.8123,0.8204,98.9,25.6,4.6451,3.1
40,0.6153,0.8143,0.8246,70.65,29.25,4.3876,4.2
50,0.6055,0.814,0.8212,76.3,27.7,4.5113,5.2
60,0.5919,0.8127,0.8218,69.5,26.35,4.4545,6.3
70,0.5927,0.8101,0.8151,81.35,29.35,4.6454,7.3
80,0.5865,0.8103,0.815,84.3,27.65,4.6957,8.3
90,0.5744,0.8104,0.8146,70.7,25.45,4.7894,9.4
100,0.5756,0.8073,0.8106,96.4,26.1,5.1243,10.4
