epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.431,0.8147,0.8223,75.6,36.6,4.3353,0.7
20,0.4081,0.8241,0.8317,77.2,31.4,3.4778,1.3
30,0.392,0.8171,0.8235,86.8,31.8,3.6008,2.0
40,0.3809,0.8137,0.8209,85.4,31.2,3.6383,2.6
50,0.373,0.8162,0.82,85.4,35.0,3.5417,3.3
60,0.3661,0.8135,0.8175,83.2,30.6,4.0626,3.9
70,0.3554,0.817,0.8206,83.4,30.4,3.4332,4.6
80,0.3525,0.8081,0.8117,92.6,34.4,4.1853,5.2
90,0.3442,0.8103,0.8126,91.2,36.4,3.9489,5.9
100,0.3404,0.8088,0.8082,113.0,35.4,3.6105,6.5
