epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4144,0.8203,0.8277,92.2,34.4,3.6105,0.7
20,0.3736,0.816,0.8209,69.6,34.4,4.1051,1.3
30,0.3338,0.8146,0.8164,83.8,30.8,3.7744,2.0
40,0.3091,0.8116,0.8155,85.4,26.0,3.9237,2.7
50,0.2913,0.8093,0.8045,98.2,31.8,3.8179,3.3
60,0.2753,0.8096,0.8059,113.0,34.2,3.7174,4.1
70,0.2644,0.8071,0.8068,97.6,34.2,3.7717,4.9
80,0.2569,0.8114,0.8137,93.2,30.0,3.6404,5.7
90,0.2443,0.807,0.8054,104.8,32.4,3.9758,6.5
100,0.2409,0.8086,0.8054,106.0,34.2,3.6799,7.3
