epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4703,0.8162,0.8288,81.2,27.6,3.9809,0.8
20,0.4548,0.8212,0.8313,64.2,28.3,4.0595,1.6
30,0.4487,0.8193,0.8257,72.9,31.6,3.7721,2.4
40,0.4397,0.8231,0.8333,66.95,28.55,3.919,3.3
50,0.4433,0.8197,0.8314,62.0,26.85,3.7564,4.1
60,0.4367,0.8226,0.832,69.1,27.55,3.5218,4.9
70,0.4376,0.8221,0.8354,62.9,27.95,3.6483,5.7
80,0.4367,0.8208,0.8313,62.45,29.15,3.7034,6.5
90,0.4337,0.822,0.8312,56.85,28.35,3.8183,7.3
100,0.4301,0.8225,0.8314,67.0,28.8,3.6069,8.1
