epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4688,0.8161,0.8286,87.55,26.8,4.0385,4.6
20,0.4555,0.8218,0.8317,64.9,26.5,4.0205,9.2
30,0.4491,0.8202,0.8269,72.65,28.8,3.8183,13.7
40,0.4405,0.8231,0.8316,63.0,29.0,4.0167,18.3
50,0.4431,0.8204,0.8303,61.4,26.4,3.7736,22.9
60,0.4363,0.823,0.8327,65.7,26.45,3.6799,27.5
70,0.4379,0.822,0.8372,61.05,27.7,3.7073,32.0
80,0.437,0.8208,0.8325,62.25,28.5,3.6874,36.6
90,0.4336,0.8224,0.8327,57.75,26.65,3.8248,41.2
100,0.4313,0.8228,0.8323,66.95,27.65,3.581,45.7
